,x,y,z,TAC_Reading,time
60,0.0161274,-0.013612435,0.018471062,0.10652747,600
61,0.016153337,-0.013587559,0.018484313,0.1066123,610
62,0.01617822,-0.013564247,0.018496111,0.10669431,620
63,0.016201735,-0.01354188,0.018506132,0.106773645,630
64,0.01622451,-0.01351984,0.01851502,0.10685038,640
65,0.016246123,-0.013497506,0.018522454,0.10692458,650
66,0.016267,-0.013475498,0.018528756,0.10699648,660
67,0.016286612,-0.01345398,0.018533444,0.1070662,670
68,0.016305486,-0.013432462,0.018536838,0.10713387,680
69,0.016323304,-0.013410975,0.018538615,0.10719959,690
70,0.016340386,-0.013389913,0.018539423,0.10726353,700
71,0.016356518,-0.013368883,0.018538453,0.1073257,710
72,0.0163717,-0.013348571,0.018536191,0.10738639,720
73,0.016386146,-0.013328161,0.018532636,0.107445545,730
74,0.016399642,-0.013308077,0.018527303,0.107503265,740
75,0.016412506,-0.013288645,0.018520676,0.10755977,750
76,0.016424209,-0.01326905,0.018512595,0.10761494,760
77,0.016435387,-0.013249846,0.018502899,0.10766897,770
78,0.016445719,-0.013231197,0.018491749,0.10772196,780
79,0.016455209,-0.013212548,0.018479142,0.10777392,790
80,0.016463855,-0.013194289,0.018465083,0.10782493,800
81,0.016471973,-0.013175966,0.01844973,0.10787498,810
82,0.016479144,-0.01315774,0.01843276,0.107924156,820
83,0.016485786,-0.013140102,0.01841466,0.10797255,830
84,0.016491374,-0.013122332,0.018394943,0.10802012,840
85,0.016496435,-0.013104661,0.018374097,0.108066946,850
86,0.016500864,-0.013087348,0.018351793,0.10811309,860
87,0.016504554,-0.013069873,0.01832836,0.108158536,870
88,0.016507823,-0.013052168,0.018303795,0.108203284,880
89,0.016510248,-0.013034921,0.018277775,0.10824741,890
90,0.016512357,-0.013017739,0.01825111,0.108290955,900
91,0.016513728,-0.0130002955,0.018223476,0.10833383,910
92,0.01651457,-0.012983048,0.018194547,0.10837615,920
93,0.016514782,-0.012965964,0.018164972,0.10841792,930
94,0.016514676,-0.012948944,0.01813459,0.10845913,940
95,0.016514149,-0.012931827,0.018103236,0.10849979,950
96,0.016512988,-0.012914711,0.018071238,0.10853994,960
97,0.016511513,-0.012897886,0.018038431,0.10857955,970
98,0.016509721,-0.012880867,0.018005302,0.108618654,980
99,0.0165074,-0.012864011,0.017971525,0.108657226,990
100,0.016504765,-0.0128473835,0.017937101,0.10869533,1000
101,0.016501812,-0.012830723,0.017902356,0.10873295,1010
102,0.016498543,-0.012813866,0.017867286,0.10876998,1020
103,0.01649496,-0.012797499,0.017831894,0.108806595,1030
104,0.016491164,-0.012780969,0.017796017,0.108842686,1040
105,0.01648705,-0.0127647,0.017759977,0.10887828,1050
106,0.016482728,-0.012748626,0.017723776,0.10891341,1060
107,0.016478088,-0.012732357,0.017687576,0.108948,1070
108,0.016473344,-0.012716479,0.017651213,0.10898213,1080
109,0.016468389,-0.012700503,0.017614529,0.10901578,1090
110,0.016463326,-0.012684951,0.017578004,0.10904891,1100
111,0.016458055,-0.012669496,0.017541481,0.10908157,1110
112,0.016452678,-0.0126539115,0.017504957,0.10911368,1120
113,0.0164473,-0.0126387505,0.017468756,0.10914534,1130
114,0.016441606,-0.012623655,0.017432394,0.109176494,1140
115,0.016435701,-0.012608657,0.017396193,0.10920714,1150
116,0.016429797,-0.01259392,0.017359992,0.10923726,1160
117,0.016423892,-0.012579476,0.017324114,0.10926694,1170
118,0.01641799,-0.012564837,0.01728856,0.10929604,1180
119,0.016411768,-0.01255085,0.017253168,0.1093247,1190
120,0.016405651,-0.012536667,0.017217938,0.10935279,1200
121,0.016399536,-0.0125227785,0.01718303,0.10938044,1210
122,0.016393421,-0.012509052,0.017148444,0.10940755,1220
123,0.01638699,-0.012495619,0.017114183,0.10943416,1230
124,0.016380768,-0.012482317,0.017080083,0.10946024,1240
125,0.016374547,-0.01246921,0.017046468,0.109485865,1250
126,0.016368221,-0.012456331,0.017013177,0.109510966,1260
127,0.016361896,-0.012443453,0.01698037,0.10953554,1270
128,0.016355569,-0.012431031,0.016947726,0.10955967,1280
129,0.016349453,-0.01241851,0.016915565,0.10958325,1290
130,0.016343128,-0.012406382,0.016883727,0.10960635,1300
131,0.016336907,-0.012394416,0.016852213,0.10962898,1310
132,0.01633058,-0.012382548,0.016821345,0.109651096,1320
133,0.016324464,-0.012371137,0.016790964,0.10967276,1330
134,0.01631835,-0.012359759,0.016760904,0.10969393,1340
135,0.016312338,-0.01234838,0.01673133,0.1097146,1350
136,0.016306223,-0.01233749,0.016701754,0.10973482,1360
137,0.016300214,-0.01232647,0.01667315,0.10975454,1370
138,0.01629431,-0.012315971,0.016644867,0.10977386,1380
139,0.0162883,-0.012305114,0.016616909,0.10979266,1390
140,0.0162825,-0.012294909,0.016589275,0.10981102,1400
141,0.0162767,-0.012284737,0.016562447,0.10982894,1410
142,0.016271006,-0.012274564,0.016535781,0.109846406,1420
143,0.016265314,-0.0122647835,0.016509762,0.10986345,1430
144,0.01625983,-0.012254937,0.016483905,0.109880045,1440
145,0.016254243,-0.012245482,0.016458532,0.109896235,1450
146,0.016248759,-0.012235928,0.016433643,0.10991199,1460
147,0.016243488,-0.012226604,0.0164094,0.10992733,1470
148,0.01623811,-0.0122172795,0.016385483,0.10994227,1480
149,0.016232733,-0.012208378,0.016361888,0.10995679,1490
150,0.016227566,-0.012199477,0.016338617,0.10997093,1500
151,0.016222505,-0.012190674,0.016315829,0.10998466,1510
152,0.016217338,-0.012182035,0.016293528,0.10999805,1520
153,0.016212383,-0.012173231,0.01627171,0.11001099,1530
154,0.016207427,-0.012165047,0.016250053,0.11002365,1540
155,0.016202472,-0.012156342,0.016228883,0.11003584,1550
156,0.016197728,-0.012148354,0.016208036,0.110047765,1560
157,0.016192982,-0.01213991,0.016187673,0.11005926,1570
158,0.016188344,-0.01213202,0.016167633,0.11007046,1580
159,0.016183704,-0.012123738,0.016147917,0.11008128,1590
160,0.01617917,-0.012115913,0.016128523,0.1100918,1600
161,0.016174741,-0.012108056,0.016109616,0.11010198,1610
162,0.016170418,-0.0121002635,0.01609103,0.11011182,1620
163,0.01616599,-0.012092569,0.016072607,0.11012136,1630
164,0.016161773,-0.012084809,0.016054668,0.11013058,1640
165,0.01615745,-0.012077212,0.01603689,0.1101395,1650
166,0.016153337,-0.012069746,0.016019437,0.110148095,1660
167,0.01614933,-0.012062247,0.016002307,0.110156424,1670
168,0.01614543,-0.012054585,0.015985498,0.11016443,1680
169,0.016141422,-0.012047445,0.015968852,0.11017221,1690
170,0.016137522,-0.012039751,0.015952853,0.110179625,1700
171,0.016133621,-0.012032741,0.015936691,0.11018682,1710
172,0.01612993,-0.0120253395,0.015921015,0.11019374,1720
173,0.01612624,-0.0120180035,0.015905501,0.11020037,1730
174,0.016122444,-0.012010928,0.01589015,0.11020678,1740
175,0.016118964,-0.012003626,0.01587528,0.1102129,1750
176,0.016115274,-0.011996485,0.015860412,0.110218786,1760
177,0.016111795,-0.011989149,0.015845867,0.1102244,1770
178,0.01610821,-0.011982074,0.015831646,0.1102298,1780
179,0.01610494,-0.011974934,0.015817424,0.11023493,1790
180,0.01610146,-0.011967924,0.015803363,0.11023985,1800
181,0.016098298,-0.011960817,0.015789788,0.110244535,1810
182,0.016094925,-0.011953676,0.015776213,0.110248975,1820
183,0.016091656,-0.011946829,0.0157628,0.11025322,1830
184,0.016088597,-0.011939591,0.01574971,0.11025723,1840
185,0.01608533,-0.011932679,0.015736781,0.11026104,1850
186,0.016082272,-0.011925604,0.015724175,0.11026464,1860
187,0.016079213,-0.011918659,0.015711246,0.11026801,1870
188,0.016076261,-0.011911617,0.015698964,0.11027119,1880
189,0.016073309,-0.011904575,0.01568652,0.11027414,1890
190,0.016070357,-0.011897565,0.0156744,0.1102769,1900
191,0.016067404,-0.011890587,0.01566244,0.11027948,1910
192,0.016064664,-0.011883708,0.015650481,0.110281855,1920
193,0.016061712,-0.011876731,0.015638683,0.11028407,1930
194,0.016059075,-0.011869819,0.015626885,0.11028606,1940
195,0.016056335,-0.011862907,0.015615573,0.11028788,1950
196,0.016053697,-0.011855897,0.015604098,0.11028952,1960
197,0.016051061,-0.011848952,0.015592786,0.11029099,1970
198,0.016048426,-0.011842008,0.015581473,0.11029225,1980
199,0.016045896,-0.011835128,0.015570484,0.110293366,1990
200,0.016043365,-0.011828151,0.0155594945,0.11029429,2000
201,0.01604094,-0.011821271,0.015548828,0.11029506,2010
202,0.016038409,-0.011814262,0.015537838,0.11029562,2020
203,0.016035983,-0.0118075125,0.015527334,0.11029604,2030
204,0.01603356,-0.011800828,0.015516506,0.11029633,2040
205,0.016031135,-0.011793917,0.015506163,0.11029644,2050
206,0.016028814,-0.011786972,0.01549582,0.1102964,2060
207,0.0160266,-0.011780288,0.015485477,0.1102962,2070
208,0.01602428,-0.011773506,0.015475133,0.11029584,2080
209,0.016022066,-0.011766823,0.015464952,0.11029531,2090
210,0.016019853,-0.011760074,0.015454932,0.11029464,2100
211,0.016017638,-0.011753422,0.015444751,0.11029385,2110
212,0.01601553,-0.011746641,0.015434732,0.11029287,2120
213,0.016013315,-0.011740022,0.015425035,0.11029178,2130
214,0.016011417,-0.01173324,0.015415015,0.110290505,2140
215,0.016009308,-0.011726753,0.015405318,0.110289104,2150
216,0.0160072,-0.011720134,0.01539546,0.110287555,2160
217,0.016005302,-0.011713776,0.015385764,0.11028591,2170
218,0.016003298,-0.011707158,0.015376067,0.11028407,2180
219,0.01600119,-0.0117008975,0.015366532,0.11028214,2190
220,0.015999291,-0.011694213,0.015356997,0.11028003,2200
221,0.015997393,-0.011687954,0.015347623,0.11027781,2210
222,0.015995601,-0.011681368,0.015337927,0.110275425,2220
223,0.01599381,-0.011675336,0.0153285535,0.11027296,2230
224,0.015992016,-0.011669011,0.01531918,0.11027032,2240
225,0.015990118,-0.011662848,0.015309807,0.11026757,2250
226,0.015988326,-0.011656589,0.015300595,0.110264696,2260
227,0.015986638,-0.011650394,0.015291221,0.11026167,2270
228,0.015985057,-0.0116443625,0.015281848,0.11025854,2280
229,0.015983371,-0.0116383955,0.015272798,0.11025526,2290
230,0.015981577,-0.011632495,0.015263586,0.110251896,2300
231,0.015979996,-0.011626593,0.015254375,0.11024838,2310
232,0.015978308,-0.01162092,0.015245163,0.110244766,2320
233,0.015976727,-0.011614953,0.015235951,0.110241,2330
234,0.015975252,-0.0116092805,0.015226901,0.11023712,2340
235,0.015973775,-0.011603771,0.015218012,0.11023313,2350
236,0.015972089,-0.011598162,0.0152088,0.11022903,2360
237,0.015970718,-0.011592881,0.01519975,0.11022483,2370
238,0.015969347,-0.01158724,0.015190538,0.11022047,2380
239,0.015967766,-0.011582121,0.0151818115,0.11021603,2390
240,0.015966395,-0.011576905,0.0151726,0.110211454,2400
241,0.015964918,-0.01157172,0.015163711,0.110206775,2410
242,0.015963549,-0.011566732,0.015154661,0.110201985,2420
243,0.015962282,-0.011561581,0.015145772,0.11019707,2430
244,0.015960911,-0.011556854,0.0151367225,0.110192046,2440
245,0.015959647,-0.011552027,0.015127834,0.110186905,2450
246,0.015958276,-0.011547137,0.015118945,0.110181645,2460
247,0.015957115,-0.01154267,0.015109734,0.110176295,2470
248,0.015955746,-0.011538106,0.015101006,0.11017084,2480
249,0.015954692,-0.011533802,0.015092118,0.110165276,2490
250,0.015953425,-0.011529368,0.015083229,0.110159576,2500
251,0.01595216,-0.01152513,0.0150741795,0.11015378,2510
252,0.015951106,-0.011521054,0.015065452,0.11014789,2520
253,0.015949946,-0.011517077,0.01505624,0.11014189,2530
254,0.015948787,-0.011513262,0.015047352,0.1101358,2540
255,0.015947731,-0.011509382,0.015038463,0.11012957,2550
256,0.015946677,-0.011505828,0.015029575,0.110123254,2560
257,0.015945729,-0.011502209,0.015020686,0.11011684,2570
258,0.015944675,-0.011498851,0.015011798,0.11011029,2580
259,0.015943725,-0.011495558,0.015002909,0.11010366,2590
260,0.01594267,-0.011492427,0.014994182,0.11009694,2600
261,0.015941722,-0.011489461,0.01498497,0.11009013,2610
262,0.015940772,-0.011486657,0.014976081,0.11008322,2620
263,0.01593993,-0.011483592,0.014967355,0.11007616,2630
264,0.015939087,-0.011481278,0.014958304,0.11006905,2640
265,0.015938137,-0.011478832,0.014949416,0.11006185,2650
266,0.0159374,-0.011476386,0.014940527,0.11005452,2660
267,0.015936345,-0.011474365,0.014931639,0.110047124,2670
268,0.015935607,-0.011472148,0.01492275,0.11003961,2680
269,0.015934868,-0.01147029,0.0149135385,0.11003199,2690
270,0.01593413,-0.011468692,0.014904812,0.11002429,2700
271,0.015933286,-0.011467062,0.014895761,0.11001648,2710
272,0.015932655,-0.011465823,0.014886712,0.110008605,2720
273,0.015931915,-0.011464616,0.014877984,0.11000063,2730
274,0.015931178,-0.011463378,0.014868773,0.10999254,2740
275,0.015930546,-0.011462726,0.014859884,0.10998437,2750
276,0.015929913,-0.011461943,0.014850834,0.10997608,2760
277,0.01592928,-0.01146152,0.014841784,0.10996775,2770
278,0.015928648,-0.011461161,0.014832895,0.10995929,2780
279,0.015928015,-0.011461161,0.014823845,0.109950766,2790
280,0.015927594,-0.011461161,0.014814795,0.10994213,2800
281,0.015926855,-0.011461585,0.014805583,0.10993343,2810
282,0.015926434,-0.011462074,0.014796533,0.10992461,2820
283,0.0159258,-0.0114628235,0.014787483,0.10991572,2830
284,0.015925273,-0.011463867,0.014778432,0.109906726,2840
285,0.015924746,-0.011464877,0.014769221,0.10989762,2850
286,0.01592443,-0.01146654,0.014760171,0.10988847,2860
287,0.015924009,-0.011468138,0.014750959,0.109879225,2870
288,0.015923586,-0.011469899,0.014741909,0.10986983,2880
289,0.015923165,-0.011472409,0.014732697,0.10986044,2890
290,0.015922744,-0.011474691,0.014723323,0.10985089,2900
291,0.015922531,-0.011477626,0.014714274,0.10984134,2910
292,0.01592211,-0.011480331,0.0147049,0.10983162,2920
293,0.01592169,-0.0114841135,0.014695688,0.10982189,2930
294,0.015921373,-0.011487667,0.014686315,0.10981204,2940
295,0.015921056,-0.011491678,0.014677103,0.109802164,2950
296,0.015920846,-0.011495558,0.01466773,0.109792076,2960
297,0.01592053,-0.01150035,0.014658195,0.10978201,2970
298,0.015920423,-0.011505176,0.014648821,0.1097718,2980
299,0.015920212,-0.011510588,0.014639448,0.10976155,2990
300,0.015919896,-0.011516098,0.014629913,0.10975117,3000
301,0.015919792,-0.011522293,0.014620378,0.109740786,3010
302,0.015919685,-0.011528619,0.014611005,0.10973028,3020
303,0.01591958,-0.011535563,0.014601308,0.1097197,3030
304,0.015919369,-0.011542507,0.014591611,0.10970901,3040
305,0.015919264,-0.011550398,0.014581915,0.10969828,3050
306,0.015919264,-0.011558027,0.014572218,0.10968741,3060
307,0.015919158,-0.011566602,0.01456236,0.1096765,3070
308,0.015919158,-0.011575339,0.014552663,0.109665446,3080
309,0.015919158,-0.011585088,0.014542967,0.10965441,3090
310,0.015919052,-0.011594674,0.014532947,0.10964323,3100
311,0.015919158,-0.011605303,0.014522927,0.10963202,3110
312,0.015919264,-0.011615769,0.014513069,0.10962066,3120
313,0.015919264,-0.011627376,0.014503049,0.1096093,3130
314,0.015919369,-0.011638689,0.0144928675,0.10959773,3140
315,0.015919685,-0.011651242,0.014482686,0.10958619,3150
316,0.015919792,-0.011663925,0.014472505,0.10957449,3160
317,0.015919896,-0.011677651,0.014462323,0.10956278,3170
318,0.015920106,-0.011691117,0.014452142,0.109550886,3180
319,0.015920319,-0.01170582,0.014441798,0.109538995,3190
320,0.01592053,-0.011720688,0.014431294,0.10952694,3200
321,0.015920846,-0.011736501,0.014420951,0.10951488,3210
322,0.015921056,-0.011752314,0.014410446,0.10950263,3220
323,0.015921373,-0.0117693,0.01439978,0.10949037,3230
324,0.015921794,-0.011786418,0.014389276,0.10947796,3240
325,0.01592211,-0.0118044475,0.014378771,0.10946551,3250
326,0.015922638,-0.011822771,0.014368105,0.10945292,3260
327,0.015923059,-0.011841714,0.014357438,0.10944023,3270
328,0.015923481,-0.011861309,0.014346449,0.10942746,3280
329,0.015923902,-0.011881622,0.014335782,0.109414585,3290
330,0.015924536,-0.011902162,0.014324794,0.10940155,3300
331,0.015925169,-0.0119234845,0.014313965,0.10938846,3310
332,0.0159258,-0.011945395,0.0143029755,0.10937523,3320
333,0.015926434,-0.01196763,0.014292148,0.10936188,3330
334,0.015927065,-0.011990812,0.01428132,0.10934844,3340
335,0.015927805,-0.012014124,0.014270331,0.10933487,3350
336,0.015928648,-0.0120379245,0.014259341,0.10932113,3360
337,0.015929386,-0.01206241,0.014248352,0.109307244,3370
338,0.015930334,-0.012087744,0.014237201,0.10929332,3380
339,0.015931074,-0.012113174,0.014226372,0.109279245,3390
340,0.015932022,-0.012139062,0.014215383,0.10926506,3400
341,0.015933076,-0.012165243,0.014204394,0.1092507,3410
342,0.01593413,-0.0121917175,0.0141934045,0.10923615,3420
343,0.015935184,-0.012218942,0.014182415,0.10922148,3430
344,0.015936345,-0.012246329,0.014171586,0.10920662,3440
345,0.0159374,-0.012274532,0.014160921,0.10919166,3450
346,0.015938664,-0.012302538,0.014150092,0.109176524,3460
347,0.01593993,-0.012331197,0.014139426,0.10916125,3470
348,0.015941195,-0.012359465,0.01412876,0.10914568,3480
349,0.015942566,-0.012388613,0.014117932,0.109129995,3490
350,0.015944041,-0.012417728,0.01410759,0.10911408,3500
351,0.015945412,-0.012447561,0.014097407,0.10909807,3510
352,0.015946994,-0.0124768065,0.014086903,0.10908175,3520
353,0.015948681,-0.012506835,0.014076883,0.10906529,3530
354,0.015950473,-0.012536472,0.014066864,0.10904849,3540
355,0.01595216,-0.012566598,0.014056682,0.1090315,3550
356,0.015953848,-0.012596789,0.014046986,0.10901425,3560
357,0.015955746,-0.01262698,0.014037451,0.10899671,3570
358,0.015957749,-0.012657205,0.014027915,0.10897887,3580
359,0.015959753,-0.012687819,0.014018865,0.108960815,3590
360,0.015961966,-0.012718011,0.014009654,0.10894239,3600
361,0.015964076,-0.012748528,0.014000765,0.10892366,3610
362,0.015966395,-0.012778523,0.0139922,0.108904466,3620
363,0.015968714,-0.012809171,0.0139839575,0.108884975,3630
364,0.015971245,-0.01283933,0.013975554,0.108864985,3640
365,0.015973775,-0.012869749,0.013967796,0.10884455,3650
366,0.015976412,-0.012899908,0.0139602,0.10882357,3660
367,0.015979258,-0.012929937,0.013952767,0.10880198,3670
368,0.015982317,-0.012960225,0.013946141,0.1087798,3680
369,0.015985584,-0.012989993,0.013939515,0.10875682,3690
370,0.015988642,-0.013020706,0.013933535,0.10873318,3700
371,0.015992332,-0.0130503755,0.013927879,0.108708575,3710
372,0.015995918,-0.013080763,0.013922869,0.10868311,3720
373,0.01600003,-0.013110041,0.013918182,0.10865634,3730
374,0.016004352,-0.01314033,0.013914304,0.10862844,3740
375,0.016008886,-0.013169869,0.013911071,0.10859897,3750
376,0.016013842,-0.01319993,0.013908809,0.10856799,3760
377,0.01601922,-0.013229632,0.013907354,0.10853513,3770
378,0.016025018,-0.013259563,0.013906708,0.108500406,3780
379,0.01603124,-0.013289004,0.013907354,0.10846345,3790
380,0.016037988,-0.0133189345,0.013909455,0.108424366,3800
381,0.016045157,-0.013349224,0.01391301,0.1083832,3810
382,0.016052855,-0.013379773,0.013918182,0.108340204,3820
383,0.016060658,-0.01341078,0.013924646,0.10829577,3830
384,0.016068354,-0.013442666,0.013932242,0.10825062,3840
385,0.016076157,-0.013475107,0.013940807,0.108205445,3850
386,0.016083326,-0.013507744,0.013949696,0.10816099,3860
387,0.016090179,-0.01354087,0.013958261,0.10811805,3870
388,0.0160964,-0.013572887,0.013966018,0.10807691,3880
389,0.016101988,-0.013604154,0.013972484,0.10803795,3890
390,0.016106945,-0.0136331385,0.013977654,0.10800094,3900
391,0.016111268,-0.013661047,0.01398121,0.107965894,3910
392,0.01611538,-0.013687131,0.013983472,0.10793249,3920
393,0.016118754,-0.013712105,0.013984281,0.10790058,3930
394,0.016121916,-0.013735222,0.0139839575,0.107869714,3940
395,0.016124552,-0.0137578165,0.013982665,0.107839815,3950
396,0.01612719,-0.013779107,0.013980564,0.10781058,3960
397,0.016129613,-0.013800201,0.013977977,0.10778195,3970
398,0.016131617,-0.013820938,0.013974746,0.10775376,3980
399,0.016133409,-0.013841283,0.013971029,0.10772604,3990
400,0.016135097,-0.013861041,0.013966989,0.107698604,4000
401,0.016136467,-0.013880896,0.013962625,0.10767149,4010
402,0.016137732,-0.013900231,0.013957938,0.107644595,4020
403,0.016138786,-0.013919891,0.013952767,0.10761802,4030
404,0.01613963,-0.013938997,0.013947434,0.107591644,4040
405,0.016140264,-0.0139580695,0.013941777,0.10756551,4050
406,0.01614079,-0.013976589,0.013935636,0.107539505,4060
407,0.016141001,-0.013995271,0.0139291715,0.107513756,4070
408,0.016141107,-0.014013529,0.013922222,0.10748814,4080
409,0.016140895,-0.014031168,0.013915273,0.10746267,4090
410,0.016140684,-0.014048839,0.01390784,0.10743735,4100
411,0.016140157,-0.014066478,0.013900082,0.10741225,4110
412,0.01613942,-0.014083856,0.0138920015,0.10738738,4120
413,0.01613847,-0.014100842,0.013883597,0.10736273,4130
414,0.016137522,-0.014117536,0.013874871,0.10733836,4140
415,0.016136361,-0.014133577,0.013865659,0.107314214,4150
416,0.01613499,-0.014149129,0.013856124,0.10729023,4160
417,0.016133515,-0.014164355,0.013846266,0.10726646,4170
418,0.016131828,-0.014179027,0.013835923,0.10724282,4180
419,0.01613014,-0.014193797,0.01382558,0.10721949,4190
420,0.016128348,-0.014208208,0.013814752,0.10719636,4200
421,0.016126346,-0.014221901,0.013803762,0.10717339,4210
422,0.016124342,-0.014235594,0.013792611,0.1071507,4220
423,0.01612234,-0.014248506,0.013780975,0.10712816,4230
424,0.016120018,-0.0142615475,0.013769016,0.10710588,4240
425,0.0161177,-0.014274328,0.013756895,0.10708384,4250
426,0.016115485,-0.014286554,0.013744774,0.10706202,4260
427,0.01611306,-0.014298618,0.013732492,0.10704044,4270
428,0.01611074,-0.014310062,0.0137197245,0.10701897,4280
429,0.016108315,-0.01432193,0.013707119,0.10699785,4290
430,0.016105784,-0.014333341,0.0136943525,0.106976934,4300
431,0.016103359,-0.014344655,0.013681262,0.10695634,4310
432,0.01610083,-0.014355023,0.013668171,0.10693588,4320
433,0.016098298,-0.014365684,0.01365508,0.10691567,4330
434,0.016095662,-0.01437589,0.013641668,0.106895596,4340
435,0.016093027,-0.014386291,0.013628254,0.106875785,4350
436,0.016090496,-0.014396234,0.01361484,0.10685615,4360
437,0.01608786,-0.014406635,0.013601426,0.10683684,4370
438,0.016085224,-0.014416221,0.013588013,0.106817685,4380
439,0.016082589,-0.014425807,0.013574437,0.10679871,4390
440,0.016079847,-0.01443562,0.013560862,0.10678004,4400
441,0.016077211,-0.01444501,0.013547125,0.10676154,4410
442,0.01607447,-0.014454172,0.013533388,0.10674323,4420
443,0.016071727,-0.014463464,0.013519813,0.106725164,4430
444,0.016068881,-0.014472821,0.013506076,0.10670732,4440
445,0.01606614,-0.014482211,0.013492178,0.10668974,4450
446,0.016063293,-0.014490753,0.013478441,0.10667229,4460
447,0.016060445,-0.014499947,0.013464866,0.10665506,4470
448,0.0160576,-0.01450911,0.013450967,0.10663811,4480
449,0.016054647,-0.014517847,0.01343723,0.10662131,4490
450,0.0160518,-0.014526748,0.013423332,0.10660469,4500
451,0.016048742,-0.014535942,0.013409434,0.10658837,4510
452,0.01604579,-0.014544583,0.013395697,0.10657216,4520
453,0.016042732,-0.014553484,0.013381798,0.106556155,4530
454,0.016039675,-0.014562286,0.0133679,0.106540345,4540
455,0.016036617,-0.014571839,0.013354163,0.1065249,4550
456,0.01603356,-0.014580186,0.013340265,0.10650949,4560
457,0.016030395,-0.014589022,0.0133263655,0.10649425,4570
458,0.016027233,-0.014597923,0.013312467,0.1064792,4580
459,0.01602386,-0.01460728,0.013298407,0.10646439,4590
460,0.01602059,-0.014616377,0.013284509,0.10644982,4600
461,0.016017428,-0.014625114,0.013270611,0.10643534,4610
462,0.016014053,-0.014634569,0.013256712,0.10642116,4620
463,0.016010784,-0.014643079,0.013242814,0.106407024,4630
464,0.01600741,-0.014652469,0.013228754,0.10639313,4640
465,0.016004037,-0.01466137,0.013214855,0.106379345,4650
466,0.016000558,-0.014670531,0.013200956,0.10636574,4660
